# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
851;Massacre na localidade haitiana de Cité Soleil;09/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
852;Abertura de mercado no Japão - Nota Conjunta MRE/MAPA;09/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
853;Situação na Síria;07/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
854;Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul e Estados Associados;06/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
855;Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul;06/12/2024;Descartada;N/A;"Comunicado do Mercosul; menção meramente estatística a fluxos de comércio externo.";Não;
856;Eleição da brasileira Luciana Gonçalves de Carvalho ao Órgão de Avaliação da Convenção para a Salvaguarda do Patrimônio Imaterial da UNESCO;06/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
857;Anúncio da conclusão das negociações do Acordo de Parceria entre o MERCOSUL e a União Europeia – Nota conjunta MRE, MDIC, MAPA, MMA;06/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
858;Comunicado Conjunto dos Estados Partes Signatários do MERCOSUL e da Comissão Europeia sobre a Conclusão das Negociações do Acordo de Parceria;06/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
859;Inundações na Bolívia;05/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
860;LXV Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LXV Reunião Ordinária do Conselho do Mercado Comum;04/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
861;Lançamento do Plano de Ação do Ministério das Relações Exteriores para o Programa Federal de Ações Afirmativas;04/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
862;"Inscrição dos ""Modos de fazer o Queijo Minas Artesanal"" na Lista Representativa do Patrimônio Imaterial da UNESCO - Nota conjunta MRE/MinC";04/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
863;Declaração de Lei Marcial na República da Coreia;03/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
864;Abertura de mercado nas Filipinas para exportação de produtos suínos - NOTA CONJUNTA MRE/MAPA;03/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
865;Enchentes na Malásia e na Tailândia;02/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
866;Participação do Ministro Mauro Vieira na Conferência Ministerial do Cairo para Aprimorar a Resposta Humanitária em Gaza;02/12/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
867;Reeleição da Dra. Ngozi Okonjo-Iweala para o cargo de Diretora-Geral da Organização Mundial do Comércio (OMC);29/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
868;Aprovação de emenda à norma sobre suco de uva no Codex Alimentarius FAO/OMS - Nota Conjunta MRE/MAPA;28/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
869;Comunicado conjunto Brasil - Emirados Árabes Unidos por ocasião da reunião de líderes do G20;27/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
870;Abertura de mercado na Bósnia e Herzegovina para exportação de carne de aves - Nota Conjunta MRE/MAPA;27/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
871;Acordo de cessar-fogo no Líbano;27/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
872;Nota Conjunta MRE-MAPA em defesa do agronegócio brasileiro;26/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
873;Operação Raízes do Cedro: décimo-terceiro voo de repatriação de brasileiros do Líbano;26/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
874;Visita ao Brasil da Ministra dos Negócios Estrangeiros da Bélgica, Hadja Lahbib, e Missão Econômica Belga;21/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
875;Transição da presidência do G20 do Brasil para a África do Sul;21/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
876;Concessão de agrément ao Embaixador designado do Brasil no Timor-Leste;21/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
877;Reunião entre o Presidente Lula e o Presidente dos EUA, Joe Biden;20/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
878;Eleição da diplomata brasileira Juliana Gaspar Ruas para o cargo de presidente do Comitê de Questões Administrativas e Orçamentárias da ONU;20/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
879;Declaração Conjunta sobre a formação conjunta da Comunidade de Futuro Compartilhado Brasil-China por um Mundo mais Justo e um Planeta mais Sustentável;20/11/2024;Selecionada;Parceria Estratégica Global e Comunidade de Futuro Compartilhado Brasil-China;N/A;Não;
880;Comunicado conjunto do Brasil, Chile, Colômbia e México;20/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
881;Atos adotados por ocasião da visita de estado ao Brasil do Presidente da China, Xi Jinping – 20 de novembro de 2024;20/11/2024;Selecionada;Atos Bilaterais de Cooperação (Visita de Estado de Xi Jinping a Brasília);N/A;Não;
882;Lançamento da “Nova Parceria Brasil-EUA para a Transição Energética”;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
883;De Nice a Belém: Brasil e França unidos em defesa dos oceanos e do clima;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
884;Declaração sobre Infraestrutura Pública Digital, IA e Dados para Governança – Comunicado conjunto de Brasil, África do Sul e Índia;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
885;Reunião de líderes do IBAS – Comunicado de Imprensa – Rio de Janeiro, 19 de novembro de 2024;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
886;Operação Raízes do Cedro: décimo-segundo voo de repatriação de brasileiros do Líbano;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
887;Reunião da Comissão Consultiva da UNRWA – Genebra, 18-19/11;19/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
888;Visita de Estado do Presidente da China – Brasília, 20 de novembro de 2024;19/11/2024;Selecionada;Diálogo Político-Diplomático Bilateral e Visita de Estado do Presidente Xi Jinping;N/A;Não;
889;G20 - Declaração de Líderes do Rio de Janeiro - 18 e 19 de novembro de 2024;18/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
890;Passagem do supertufão Man-Yi pelas Filipinas;17/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
891;Declaração conjunta entre Brasil e Vietnã sobre a elevação das relações bilaterais a Parceria Estratégica;17/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
892;Encontro entre o Presidente Luiz Inácio Lula da Silva e o Primeiro-Ministro Anwar Ibrahim à margem da Cúpula do G20 – Declaração conjunta;17/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
893;XXIX Cúpula Ibero-americana de Chefes de Estado e de Governo — Cuenca, 15 de novembro de 2024;15/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
894;Abertura do mercado peruano para exportação de gelatina e colágeno - nota conjunta MRE/MAPA;14/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
895;Abertura de mercado na Bolívia para exportação de produtos de reciclagem animal - NOTA CONJUNTA MRE-MAPA;14/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
896;Operação Raízes do Cedro: décimo-primeiro voo de repatriação;13/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
897;Brasil entrega à ONU nova NDC alinhada ao Acordo de Paris;13/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
898;Abertura de mercado na Índia para exportação de derivados de ossos para produção de gelatina– Nota Conjunta MRE/MAPA;12/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
899;Terremoto em Cuba;11/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
900;Falecimento do Embaixador José Botafogo Gonçalves;09/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
901;Confrontos em Moçambique;09/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
902;Concessão de agrément à Embaixadora designada de Senegal no Brasil;08/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
903;Concessão de agrément ao Embaixador designado da Índia no Brasil;08/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
904;Reunião extraordinária da Mesa de Diálogos de Paz entre o governo da Colômbia e o Exército de Libertação Nacional;07/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
905;Passagem do furacão Rafael por Cuba;07/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
906;Abertura do edital para concessão da prestação de serviços na Ponte de São Borja - Santo Tomé - Nota Conjunta MRE/MT;07/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
907;Lançamento de míssil balístico intercontinental pela República Popular Democrática da Coreia;06/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
908;Abertura de mercado em Singapura para exportação de lagostas vivas do Brasil – Nota Conjunta MRE/MAPA;06/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
909;Abertura de mercado no Peru para exportação de maçãs brasileiras - Nota Conjunta MRE/MAPA;06/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
910;Segunda Reunião Sul-Americana de Diálogo entre Ministros da Defesa e das Relações Exteriores;05/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
911;Eleição de Valdecy Urquiza ao cargo de Secretário-Geral da INTERPOL;05/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
912;Abertura de mercado no Marrocos para exportação de azeite de oliva brasileiro - Nota Conjunta MRE/MAPA;05/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
913;Morte de bebê brasileira no Líbano;04/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
914;Operação Raízes do Cedro: décimo voo de repatriação de brasileiros do Líbano;04/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
915;Operação Raízes do Cedro - Envio de donativos do Brasil ao Líbano - Nota Conjunta MRE/MD/MS;04/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
916;Manifestações de autoridades venezuelanas sobre o Brasil;01/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
917;Concessão de agrément à Embaixadora designada do Brasil em Chipre;01/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
918;Abertura de mercado na Colômbia para sementes de setária - Nota Conjunta MRE/MAPA;01/11/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
919;Eleição de novo Secretário-Geral da OTCA;31/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
920;Enchentes na Espanha;30/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
921;Participação do Ministro das Relações Exteriores em reunião na Assembleia Geral das Nações Unidas sobre o embargo contra Cuba;30/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
922;Ataque contra edifício residencial em Beit Lahia;30/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
923;Segurança dos torcedores brasileiros no Uruguai por ocasião de partida da Copa Libertadores da América - Nota Conjunta MRE e Ministério do Esporte;29/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
924;Abertura de mercado no Gabão para sementes de milho, sorgo, braquiária e soja – Nota Conjunta MRE/MAPA;29/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
925;Participação do Ministro Mauro Vieira no Debate de Alto Nível do Conselho de Segurança da ONU sobre a situação no Oriente Médio;29/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
926;Legislação israelense contra as operações da Agência das Nações Unidas de Assistência aos Refugiados Palestinos (UNRWA);29/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
927;Reunião Extraordinária de Chanceleres da Organização do Tratado de Cooperação Amazônica, à margem da COP-16 da Convenção sobre Diversidade Biológica;28/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
928;Operação Raízes do Cedro: nono voo de repatriação de brasileiros do Líbano;28/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
929;Ciclone Trami nas Filipinas;27/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
930;Ataques contra civis no Sudão;27/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
931;Operação  Raízes do Cedro: envio de 16,8 toneladas de donativos do Brasil ao Líbano - Nota Conjunta MRE/MD/MS;26/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
932;Ataque israelense contra o Irã;26/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
933;Ataque contra helicóptero do Programa Mundial de Alimentos no Haiti;26/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
934;Reunião dos Ministros de Comércio e Investimentos do G20 – Nota Conjunta MRE/MDIC;24/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
935;Operação Raízes do Cedro: oitavo voo de repatriação de brasileiros do Líbano;24/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
936;Eleição do Sr. Luciano Mariz Maia ao Subcomitê de Prevenção à Tortura e outros Tratamentos ou Penas Cruéis, Desumanas ou Degradantes;24/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
937;Abertura de mercado na Arábia Saudita para produtos de origem vegetal - Nota conjunta MRE/MAPA;24/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
938;Atentado na Turquia;23/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
939;XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final;23/10/2024;Selecionada;Cooperação Multilateral e Governança Global no BRICS (Kazan);N/A;Sim;Declaração da XVI Cúpula do BRICS com protagonismo articulado Brasil-China.
940;Emergência energética em Cuba e passagem do furacão Oscar;22/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
941;Abertura de mercado na Arábia Saudita para exportação de flores e feno - Nota Conjunta MRE/MAPA;21/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
942;Envio de donativos ao Líbano;21/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
943;Operação Raízes do Cedro: sétimo voo de repatriação de brasileiros do Líbano;21/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
944;Assassinato de colaboradores da campanha do candidato à presidência da República de Moçambique, Venâncio Mondlane;20/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
945;Ministro Mauro Vieira chefia delegação no BRICS;20/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
946;Operação Raízes do Cedro: sexto voo de repatriação de brasileiros do Líbano;18/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
947;Operação Raízes do Cedro: sexto voo de repatriação de brasileiros do Líbano;18/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
948;Visita ao Brasil do Ministro das Relações Exteriores do Suriname, Albert Ramdin – Brasília, 18 de outubro de 2024;17/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
949;Abertura de mercado no Catar para exportação de carne de caprinos e de ovinos - Nota Conjunta MRE/MAPA;17/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
950;Visita ao Brasil da Ministra das Relações Exteriores da Bolívia, Celinda Sosa Lunda – 16 de outubro de 2024;15/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
951;Entrega do Prêmio Nansen 2024 à Irmã Rosita Milesi;14/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
952;Abertura dos mercados da União Econômica Eurasiática (UEEA) para erva-mate — Nota Conjunta MRE/MAPA;14/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
953;Invasão israelense em base da UNIFIL;14/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
954;Operação Raízes do Cedro: quinto voo de repatriação de brasileiros do Líbano;13/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
955;Envio de donativos ao Líbano;12/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
956;Novos ataques israelenses à UNIFIL;11/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
957;Prêmio Nobel da Paz à organização japonesa Nihon Hidankyo;11/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
958;Eleição da brasileira Alessandra Devulsky para o Comitê Assessor do Conselho de Direitos Humanos das Nações Unidas;11/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
959;Operação Raízes do Cedro: quarto voo de repatriação de brasileiros do Líbano;11/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
960;Concessão de agrément à Embaixadora designada do Brasil na Eslovênia;11/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
961;Ataques israelenses à Força Interina das Nações Unidas no Líbano (UNIFIL);10/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
962;Participação do Brasil no 52º Festival Internacional Cervantino – Guanajuato/México, 11 a 27 de outubro de 2024;10/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
963;Furacão Milton;09/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
964;Eleição da brasileira Renata Brazil-David a Diretora-Geral da ITSO;09/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
965;Abertura dos mercados da União Econômica Eurasiática (UEEA) para amêndoas de cacau - Nota Conjunta MRE/MAPA;09/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
966;Operação Raízes de Cedro: terceiro voo de repatriação de brasileiros do Líbano;09/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
967;Envio de donativos ao Líbano – Nota Conjunta MRE/MS;08/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
968;Operação Raízes de Cedro: segundo voo de repatriação de brasileiros do Líbano;07/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
969;Um ano dos ataques terroristas do Hamas;07/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
970;Anúncio de novo cardeal brasileiro pelo Papa Francisco;06/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
971;Doação de insumos de saúde ao Líbano - nota conjunta MRE/MS;06/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
972;Operação Raízes de Cedro: primeiro voo de repatriação de brasileiros do Líbano;05/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
973;Enchentes na Bósnia e Herzegovina e em Montenegro;04/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
974;Seminário Regional sobre Barreiras Técnicas ao Comércio – Rio de Janeiro, 1º a 3 de outubro de 2024;04/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
975;Massacre no Haiti;04/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
976;Concessão de anuência ao Representante Permanente do Brasil na Palestina;04/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
977;Exportação de caprinos e ovinos vivos do Brasil para o Sultanato de Omã - Nota Conjunta MRE/MAPA;04/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
978;Missão de Observação Eleitoral da Organização dos Estados Americanos ao primeiro turno das eleições municipais brasileiras de 2024;03/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
979;Ataque à residência do Embaixador dos Emirados Árabes Unidos em Cartum;03/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
980;Eleição do Brasil para o Comitê Executivo da OPAS – Nota Conjunta MRE/MS;03/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
981;Aberturas de mercados em Cuba e no Japão - Nota Conjunta MRE/MAPA;03/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
982;Declaração do Secretário-Geral das Nações Unidas como “persona non grata”;03/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
983;Atentado em Jafa;02/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
984;Ataque iraniano contra Israel;02/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
985;Inauguração do Centro de Formação Profissional em Les Cayes, no Haiti;02/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
986;Operações militares terrestres de Israel no Líbano;01/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
987;Visita do Presidente da República ao México;01/10/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
988;Voo de repatriação de brasileiros no Líbano;30/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
989;Abertura de 20 novos mercados em seis países - Nota Conjunta MRE/Mapa;30/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
990;Passagem do furacão Helene pelos Estados Unidos;30/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
991;Deslizamentos e enchentes no Nepal;30/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
992;Criação do “Grupo de Amigos da Paz” durante Reunião de Alto Nível de Países do Sul Global sobre o Conflito na Ucrânia;28/09/2024;Selecionada;Paz e Segurança Internacional (Iniciativa Brasil-China 'Grupo de Amigos da Paz' na Ucrânia);N/A;Não;
993;Passagem do furacão John pelo México;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
994;Angola, Coreia do Sul, México e Reino Unido abrem novos mercados para o Brasil - Nota Conjunta MRE/MAPA;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
995;Iniciativa Global de Promoção do Direito Internacional Humanitário;27/09/2024;Selecionada;Direito Internacional Humanitário (Iniciativa Multilateral conjunta com a China);N/A;Sim;Lançamento da Iniciativa Global de DIH com participação central da China.
996;48ª Reunião Ministerial do G77/China – Nova York, 27 de setembro;27/09/2024;Descartada;N/A;"Participação na 48ª Reunião Ministerial do G77/China; menção ao nome formal do bloco multilateral sem engrenagem bilateral.";Não;
997;IV Reunião de Chanceleres do Consenso de Brasília – Nova York, 27 de setembro de 2024;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
998;Morte de adolescente brasileira no Líbano;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
999;Abertura de mercado em Angola, Austrália, Coreia do Sul, Reino Unido e Malásia para produtos agrícolas brasileiros - Nota Conjunta MRE/Mapa;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1000;Aberturas de mercado em Angola, Coreia do Sul e Rússia - Nota Conjunta MRE/MAPA;27/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1001;Participação do Brasil na reunião “A Situação em Gaza e a Implementação da Solução de Dois Estados como Caminho para uma Paz Justa e Abrangente”;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1002;Reunião Ministerial da Comissão das Nações Unidas para Consolidação da Paz (PBC);26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1003;Reunião de Ministros de Relações Exteriores do BRICS – Nova York, 26 de setembro;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1004;Reunião de ministros das Relações Exteriores do IBAS à margem da 79ª AGNU – Nova York, 26 de setembro de 2024 – comunicado à imprensa;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1005;Reunião de Chanceleres do IBAS   – Nova York, 26 de setembro de 2024;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
